timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1659979407372,181,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1145,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,181,0,136
1659979407420,196,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1146,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,196,0,145
1659979407468,183,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1147,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,183,0,140
1659979407524,187,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1148,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,187,0,144
1659979407572,192,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1149,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,192,0,144
1659979407620,179,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1150,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,178,0,136
1659979407668,179,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1151,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,179,0,133
1659979407725,186,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1152,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,186,0,142
1659979407773,181,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1153,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,181,0,136
1659979407820,200,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1154,text,false,Test failed: text expected to contain /answerDate/,1177,431,5,5,https://boschdex.com/services/esurvey/api/public/user-answers/batch,200,0,149
1659979407869,195,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1155,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,194,0,151
1659979407930,186,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1156,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,186,0,144
1659979407972,188,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1157,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,187,0,144
1659979408021,173,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1158,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,173,0,133
1659979408068,164,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1159,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,164,0,124
1659979408124,176,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1160,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,176,0,132
1659979408172,175,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1161,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,175,0,132
1659979408220,180,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1162,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,180,0,138
1659979408268,181,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1163,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,181,0,138
1659979408316,167,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1164,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,167,0,128
1659979408374,179,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1165,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,179,0,136
1659979408421,177,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1166,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,177,0,135
1659979408468,171,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1167,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,171,0,129
1659979408516,180,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1168,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,180,0,136
1659979408572,187,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1169,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,187,0,141
1659979408620,173,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1170,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,173,0,133
1659979408668,184,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1171,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,184,0,140
1659979408725,183,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1172,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,183,0,139
1659979408772,167,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1173,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,167,0,126
1659979408821,175,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1174,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,175,0,134
1659979408868,169,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1175,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,169,0,129
1659979408924,171,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1176,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,171,0,131
1659979408972,180,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1177,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,180,0,136
1659979409021,182,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1178,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,181,0,139
1659979409069,178,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1179,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,178,0,135
1659979409125,152,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1180,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,152,0,115
1659979409173,166,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1181,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,166,0,126
1659979409221,166,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1182,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,166,0,125
1659979409269,186,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1183,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,186,0,144
1659979409325,167,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1184,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,167,0,126
1659979409373,186,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1185,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,186,0,142
1659979409421,183,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1186,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,182,0,138
1659979409469,166,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1187,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,166,0,125
1659979409525,171,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1188,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,171,0,131
